Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
21,2,1,173.1664700383911,56.64638395521401,136.18962598570766,187.46845374532197,56.020798683475164,173.7567445838768,48.164336202447835,157.79272169805455,55.44758112470925,171.9678568883802,65.13522935089532
21,2,2,152.13908761788954,63.76296093286899,155.20657249408876,171.6763329613501,65.25842263718928,157.52900892523397,55.548110507054176,136.0064595893208,59.91768070837722,143.48212581894515,70.99858223777319
21,2,3,143.52667784237127,52.292540483569,-18.899282654914977,132.74818002654374,48.31489212433267,135.9048155053045,59.65023937328125,157.28871817079906,55.30361791618032,149.07644770506792,44.61703538922249
21,2,4,161.02414249877933,46.849230754444,-31.512654809713464,149.28855089937343,44.547867704771946,157.55233990315241,55.21640321038432,173.48142353517775,47.96762505081818,163.37988612901196,39.09595995143369
21,3,1,169.0203231875135,73.70514454609362,-38.54771496641032,143.71202007732035,71.23402695115449,161.78313722769116,82.07430870750318,198.6351830411213,72.36959437534998,171.66826539727515,65.24445071919045
21,3,2,191.64441441803112,63.98171244717384,-59.26150790316199,171.94496848226314,65.13522649389989,198.83283063446285,72.21740214279903,208.4609104610427,60.580012210427746,188.0321685926079,56.237111538368524
21,3,3,220.7022618414498,67.4513757643256,90.97709371061198,232.77958083277278,61.425297175649185,208.98792013801832,60.64340279151191,199.6687224878974,72.32492279344433,240.2194426395643,72.90080849288043
21,3,4,218.26218356194107,79.96791105522087,93.353176856796,240.332025458343,73.05618763020304,199.4297744919977,72.47285482433323,162.70342431326816,82.28944949642435,270.68110575086905,83.53054350778346
21,4,1,270.50563034436107,75.33940193307392,-136.00161902532227,272.0469575772495,83.28044252753185,301.0025538801752,73.08869470060583,270.0087583707953,66.69193790678038,240.06758893852927,73.01791679686124
21,4,2,248.88630692433776,64.9755182413721,-114.70494246380936,239.8737686156522,72.86116376036102,269.684631356604,66.58247737425711,253.89979306989255,56.832230820281694,233.18844865531588,61.31978709491388
21,4,3,269.9355793766297,57.72542978436986,44.19163141855006,269.7694790937499,49.79653192379576,254.34549631089055,56.68480364339998,270.22913870016544,66.36370583063113,285.64111573368695,56.91022842479985
21,4,4,291.4022550295293,65.07157924345893,26.185635111273996,285.89879010314394,56.9952720543216,270.5210453887598,66.4866790639556,301.25978453889536,72.82105184822193,307.3458242792316,61.57477926484684
